web_scraper_order,web_scraper_start_url,nom,prix,adresse,conteneur,image_lien
"1772320590-497","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","240 000 CFA","Biscuiterie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-4198569",""
"1772320592-412","https://sn.coinafrique.com/categorie/moutons?page=5","Femelle gastante + brebis","800 CFA","Touba, Sénégal","https://sn.coinafrique.com/annonce/moutons/femelle-gastante-brebis-3684621","https://images.coinafrique.com/thumb_3684621_uploaded_image1_1651869421.jpg"
"1772320593-498","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","150 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4198927",""
"1772320595-413","https://sn.coinafrique.com/categorie/moutons?page=5","Ladoum","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/ladoum-3686702","https://images.coinafrique.com/thumb_5630102_uploaded_image1_1763563551.jpg"
"1772320595-499","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","125 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4200797",""
"1772320597-414","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum","1 500 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3695055","https://images.coinafrique.com/thumb_5630102_uploaded_image1_1763563551.jpg"
"1772320597-500","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-4202091",""
"1772320599-415","https://sn.coinafrique.com/categorie/moutons?page=5","Femelle ladoum","1 000 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-3695058","https://images.coinafrique.com/thumb_3695058_uploaded_image2_1652473213.jpeg"
"1772320600-501","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","180 000 CFA","Matam, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-4204058",""
"1772320602-416","https://sn.coinafrique.com/categorie/moutons?page=5","Femelle ladum","175 000 CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/moutons/femelle-ladum-3695634","https://images.coinafrique.com/thumb_3695634_uploaded_image1_1652525152.jpg"
"1772320602-502","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","135 000 CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4206601",""
"1772320604-417","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum","Prix sur demande","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3697040","https://images.coinafrique.com/thumb_4061084_uploaded_image1_1674422780.jpg"
"1772320604-503","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","270 000 CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4211097",""
"1772320606-418","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","300 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3704136","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772320609-419","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","375 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3704138","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772320610-504","https://sn.coinafrique.com/categorie/moutons?page=3","Brebis","500 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/brebis-4213425",""
"1772320611-420","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","325 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3704976","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772320613-505","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4220644",""
"1772320614-421","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","180 000 CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3705034","https://images.coinafrique.com/thumb_3705038_uploaded_image1_1653088289.jpg"
"1772320615-506","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","160 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4223482",""
"1772320616-422","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","160 000 CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3705038","https://images.coinafrique.com/thumb_3705038_uploaded_image1_1653088289.jpg"
"1772320617-507","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","160 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4223484",""
"1772320618-423","https://sn.coinafrique.com/categorie/moutons?page=5","Moutons tabaski","Prix sur demande","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-tabaski-3705347","https://images.coinafrique.com/thumb_5344147_uploaded_image1_1748126098.jpg"
"1772320620-508","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","160 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4223486",""
"1772320621-424","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum","600 000 CFA","Kaolack, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3705520","https://images.coinafrique.com/thumb_3705520_uploaded_image1_1653135164.jpg"
"1772320622-509","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","97 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4223524",""
"1772320623-425","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","Prix sur demande","Thies, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3705954","https://images.coinafrique.com/thumb_5513111_uploaded_image1_1757248013.jpg"
"1772320625-426","https://sn.coinafrique.com/categorie/moutons?page=5","Moutons","Prix sur demande","Thies, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-3706613","https://images.coinafrique.com/thumb_5513111_uploaded_image1_1757248013.jpg"
"1772320625-510","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","160 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4223526",""
"1772320627-511","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","260 000 CFA","Diamniadio, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4226905",""
"1772320628-427","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","600 000 CFA","Kaolack, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3707762","https://images.coinafrique.com/thumb_3754057_uploaded_image1_1655926556.jpg"
"1772320629-512","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","320 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4227161",""
"1772320630-428","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","350 000 CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3709012","https://images.coinafrique.com/thumb_5334872_uploaded_image1_1747644353.jpg"
"1772320632-513","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","8 000 000 CFA","Louga, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4228460",""
"1772320633-429","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Azawat","Prix sur demande","Thies, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-azawat-3709200","https://images.coinafrique.com/thumb_3721884_uploaded_image1_1654116831.jpg"
"1772320634-514","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","800 000 CFA","Louga, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4228472",""
"1772320635-430","https://sn.coinafrique.com/categorie/moutons?page=5","Femelle ladoum","450 000 CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-3711943","https://images.coinafrique.com/thumb_3711943_uploaded_image1_1653513923.jpg"
"1772320636-515","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","170 000 CFA","Ouest Foire, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4229136",""
"1772320637-431","https://sn.coinafrique.com/categorie/moutons?page=5","Mâle Ladoum","575 000 CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/moutons/male-ladoum-3711949","https://images.coinafrique.com/thumb_5590609_uploaded_image1_1761399893.jpg"
"1772320639-516","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-4231235",""
"1772320640-432","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Azawad","230 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-azawad-3713044","https://images.coinafrique.com/thumb_3713044_uploaded_image1_1653584135.jpg"
"1772320641-517","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","380 000 CFA","Fatick, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4231286",""
"1772320642-433","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton ladoum","850 000 CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3714745","https://images.coinafrique.com/thumb_4905476_uploaded_image1_1724281103.jpg"
"1772320643-518","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","500 000 CFA","Fatick, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4236443",""
"1772320644-434","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton ladoum","850 000 CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3714750","https://images.coinafrique.com/thumb_4905476_uploaded_image1_1724281103.jpg"
"1772320646-519","https://sn.coinafrique.com/categorie/moutons?page=3","Bélier","Prix sur demande","Point E, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/belier-4237485",""
"1772320647-435","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton ladoum","350 000 CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3716131","https://images.coinafrique.com/thumb_4061084_uploaded_image1_1674422780.jpg"
"1772320648-520","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","450 000 CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4237665",""
"1772320649-436","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton ladoum métisse azawatte","140 000 CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-metisse-azawatte-3716133","https://images.coinafrique.com/thumb_3716133_uploaded_image1_1653817806.jpg"
"1772320650-521","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","250 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4242404",""
"1772320651-437","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum","Prix sur demande","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3716204","https://images.coinafrique.com/thumb_4061084_uploaded_image1_1674422780.jpg"
"1772320653-522","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","350 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-4242585",""
"1772320654-438","https://sn.coinafrique.com/categorie/moutons?page=5","Moutons","170 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-3716241","https://images.coinafrique.com/thumb_5337516_uploaded_image1_1747772137.jpg"
"1772320655-523","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4247736",""
"1772320656-439","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","110 000 CFA","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3716691","https://images.coinafrique.com/thumb_4879970_uploaded_image1_1722945913.jpg"
"1772320657-524","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4247740",""
"1772320658-440","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","70 000 CFA","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3716695","https://images.coinafrique.com/thumb_4879970_uploaded_image1_1722945913.jpg"
"1772320660-525","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4247742",""
"1772320661-441","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","300 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3717423","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772320662-526","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4247744",""
"1772320663-442","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton azawat","850 000 CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-azawat-3721884","https://images.coinafrique.com/thumb_3721884_uploaded_image1_1654116831.jpg"
"1772320664-527","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton Azawat","400 000 CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-azawat-4248460",""
"1772320665-443","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","160 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3722202","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772320667-528","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","400 000 CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4250864",""
"1772320699-529","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","250 000 CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4252068",""
"1772320701-444","https://sn.coinafrique.com/categorie/moutons?page=5","Moutons","165 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-3726012","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772320701-530","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton Ladoum","400 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4252367",""
"1772320704-445","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton azawad","275 000 CFA","Tambacounda, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-azawad-3726130","https://images.coinafrique.com/thumb_3726130_uploaded_image1_1654328145.jpg"
"1772320706-531","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton azwat","250 000 CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-azwat-4256261",""
"1772320708-446","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","250 000 CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3729535","https://images.coinafrique.com/thumb_5416626_uploaded_image1_1752150844.jpg"
"1772320710-447","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","250 000 CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3729734",""
"1772320712-532","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","140 000 CFA","Diamniadio, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4258464",""
"1772320713-448","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","350 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3730353","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772320715-449","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","Prix sur demande","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3730594","https://images.coinafrique.com/thumb_5521645_uploaded_image1_1757668518.jpg"
"1772320717-450","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","410 000 CFA","Matam, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3731236","https://images.coinafrique.com/thumb_4204058_uploaded_image1_1683299567.jpg"
"1772320717-533","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","700 CFA","Louga, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4259601",""
